meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.151,0.087,0.174,0.07,0.226,0.156,2.604,22.329,0.969,0.782,0.05,0.151,0.11,0.017,0.267,1.241,0.008,5.563,5.555,0.332,male
0.154,0.085,0.176,0.086,0.224,0.137,2.82,28.798,0.968,0.762,0.05,0.154,0.108,0.017,0.271,1.761,0.008,7,6.992,0.344,male
0.155,0.083,0.176,0.089,0.218,0.129,3.31,30.956,0.96,0.727,0.05,0.155,0.103,0.018,0.262,1.458,0.008,4.813,4.805,0.308,male
0.167,0.075,0.191,0.107,0.222,0.115,3.101,27.286,0.95,0.652,0.05,0.167,0.087,0.018,0.232,2.1,0.008,5.383,5.375,0.385,male
0.189,0.07,0.164,0.134,0.258,0.124,2.199,10.783,0.895,0.334,0,0.189,0.091,0.016,0.262,0.119,0.008,0.398,0.391,0.24,male
0.135,0.062,0.111,0.089,0.19,0.101,2.317,9.072,0.931,0.561,0.105,0.135,0.087,0.016,0.276,0.329,0.008,4.266,4.258,0.133,male
0.142,0.067,0.116,0.087,0.194,0.107,3.134,15.179,0.935,0.578,0.084,0.142,0.089,0.017,0.262,0.395,0.008,4.656,4.648,0.089,male
0.141,0.065,0.11,0.092,0.201,0.11,2.903,13.212,0.928,0.567,0.101,0.141,0.079,0.017,0.271,0.105,0.008,0.141,0.133,0.145,male
0.147,0.066,0.12,0.097,0.216,0.119,1.936,7.154,0.935,0.575,0.1,0.147,0.113,0.022,0.276,0.569,0.008,3.648,3.641,0.267,male
0.134,0.064,0.11,0.086,0.182,0.096,2.875,13.648,0.934,0.572,0.086,0.134,0.094,0.016,0.271,0.24,0.008,3.383,3.375,0.094,male
0.137,0.065,0.113,0.086,0.191,0.104,2.916,13.828,0.933,0.572,0.084,0.137,0.108,0.04,0.271,0.664,0.078,4.656,4.578,0.181,male
0.142,0.064,0.117,0.09,0.205,0.115,2.763,14.437,0.932,0.544,0.083,0.142,0.095,0.018,0.229,0.748,0.008,4.203,4.195,0.23,male
0.139,0.064,0.115,0.091,0.199,0.108,2.297,9.172,0.931,0.556,0.102,0.139,0.106,0.022,0.271,0.265,0.008,3.758,3.75,0.054,male
0.135,0.064,0.107,0.087,0.188,0.101,2.635,11.236,0.933,0.572,0.084,0.135,0.084,0.016,0.258,0.234,0.008,3.32,3.313,0.097,male
0.145,0.067,0.115,0.089,0.214,0.125,2.936,17.154,0.931,0.564,0.086,0.145,0.098,0.016,0.271,0.214,0.008,3.172,3.164,0.107,male
0.112,0.08,0.104,0.039,0.155,0.116,0.986,3.817,0.969,0.782,0.009,0.112,0.125,0.017,0.254,0.101,0.008,0.313,0.305,0.292,male
0.133,0.076,0.132,0.07,0.192,0.122,1.344,5.315,0.965,0.765,0.113,0.133,0.123,0.016,0.225,0.12,0.008,0.594,0.586,0.209,male
0.111,0.078,0.104,0.039,0.167,0.127,1.11,4.374,0.971,0.79,0.009,0.111,0.142,0.02,0.271,0.146,0.008,0.469,0.461,0.339,male
0.128,0.083,0.123,0.054,0.203,0.149,1.9,8.406,0.961,0.736,0.109,0.128,0.11,0.017,0.229,0.231,0.016,3.539,3.523,0.099,male
0.134,0.078,0.126,0.079,0.208,0.13,1.892,7.51,0.962,0.772,0.127,0.134,0.109,0.033,0.246,0.136,0.023,0.516,0.492,0.339,male
0.128,0.077,0.127,0.062,0.178,0.116,1.405,5.849,0.975,0.823,0.128,0.128,0.127,0.016,0.276,0.119,0.008,0.531,0.523,0.159,male
0.119,0.077,0.119,0.048,0.17,0.123,1.999,8.721,0.955,0.715,0.124,0.119,0.098,0.017,0.276,0.107,0.023,0.313,0.289,0.251,male
0.142,0.076,0.132,0.099,0.207,0.108,1.849,7.905,0.967,0.779,0.118,0.142,0.12,0.016,0.254,0.348,0.008,5.289,5.281,0.119,male
0.114,0.077,0.11,0.037,0.179,0.142,1.935,8.23,0.951,0.678,0.106,0.114,0.115,0.016,0.258,0.148,0.008,1.383,1.375,0.092,male
0.151,0.075,0.139,0.116,0.22,0.104,2.856,12.286,0.919,0.609,0.144,0.151,0.124,0.025,0.239,0.152,0.016,0.469,0.453,0.155,male
0.137,0.078,0.153,0.08,0.201,0.121,1.846,7.072,0.946,0.658,0.015,0.137,0.085,0.016,0.203,1.656,0.023,6.078,6.055,0.294,male
0.145,0.076,0.162,0.085,0.192,0.106,1.869,6.776,0.946,0.65,0.164,0.145,0.086,0.022,0.118,0.673,0.008,1.781,1.773,0.201,male
0.146,0.079,0.161,0.083,0.205,0.122,2.114,8.487,0.952,0.678,0.16,0.146,0.091,0.016,0.258,0.777,0.008,5.938,5.93,0.099,male
0.139,0.074,0.152,0.081,0.193,0.112,1.879,7.298,0.967,0.763,0.179,0.139,0.095,0.019,0.271,0.971,0.008,6.359,6.352,0.162,male
0.149,0.074,0.164,0.087,0.201,0.114,3.079,18.74,0.952,0.685,0.173,0.149,0.092,0.025,0.276,0.889,0.008,5.344,5.336,0.157,male
0.145,0.08,0.158,0.08,0.21,0.129,1.462,5.372,0.97,0.787,0.021,0.145,0.093,0.016,0.276,1.248,0.008,6.32,6.313,0.292,male
0.15,0.077,0.173,0.09,0.196,0.106,2.389,9.538,0.944,0.636,0.183,0.15,0.089,0.017,0.235,1.149,0.008,5.859,5.852,0.268,male
0.149,0.077,0.169,0.092,0.203,0.112,1.999,8.128,0.953,0.682,0.185,0.149,0.107,0.017,0.276,0.775,0.008,5.938,5.93,0.16,male
0.16,0.077,0.168,0.099,0.224,0.125,1.055,4.512,0.973,0.776,0.2,0.16,0.093,0.016,0.262,0.668,0.008,2.57,2.563,0.264,male
0.146,0.073,0.163,0.088,0.195,0.107,1.733,6.253,0.953,0.665,0.181,0.146,0.092,0.018,0.258,0.846,0.008,6.109,6.102,0.156,male
0.172,0.065,0.189,0.122,0.222,0.101,1.355,4.139,0.945,0.603,0.219,0.172,0.127,0.018,0.25,1.107,0.008,6.016,6.008,0.22,male
0.154,0.074,0.172,0.099,0.216,0.117,1.425,5.244,0.965,0.729,0.016,0.154,0.12,0.02,0.25,1.448,0.109,6.289,6.18,0.24,male
0.168,0.074,0.192,0.119,0.22,0.101,1.654,6.07,0.954,0.632,0.017,0.168,0.12,0.016,0.262,1.271,0.008,5.477,5.469,0.282,male
0.15,0.08,0.153,0.091,0.221,0.13,1.607,9.131,0.975,0.793,0.018,0.15,0.12,0.017,0.267,2.028,0.008,5.563,5.555,0.349,male
0.184,0.061,0.205,0.136,0.229,0.093,1.483,5.77,0.94,0.525,0.214,0.184,0.114,0.017,0.193,1.359,0.18,4.773,4.594,0.303,male
0.149,0.083,0.154,0.083,0.216,0.133,2.491,13.636,0.963,0.739,0.015,0.149,0.121,0.016,0.254,1.592,0.344,5.008,4.664,0.308,male
0.155,0.083,0.18,0.101,0.228,0.127,2.822,13.881,0.946,0.651,0.015,0.155,0.116,0.051,0.276,1.307,0.008,4.445,4.438,0.213,male
0.167,0.072,0.191,0.118,0.217,0.099,1.801,5.98,0.951,0.668,0.206,0.167,0.105,0.023,0.25,1.089,0.055,4.625,4.57,0.228,male
0.167,0.068,0.187,0.117,0.213,0.096,1.806,5.823,0.932,0.556,0.183,0.167,0.093,0.018,0.25,1.082,0.188,4.516,4.328,0.119,male
0.15,0.078,0.147,0.107,0.212,0.105,2.661,12.958,0.951,0.685,0.016,0.15,0.108,0.018,0.229,1.003,0.156,3.977,3.82,0.221,male
0.173,0.069,0.193,0.12,0.23,0.11,1.191,3.819,0.945,0.598,0.208,0.173,0.109,0.017,0.162,0.246,0.023,0.477,0.453,0.342,male
0.178,0.06,0.175,0.125,0.228,0.103,1.185,4.167,0.94,0.509,0.122,0.178,0.12,0.019,0.271,0.663,0.094,3.656,3.563,0.165,male
0.173,0.063,0.2,0.118,0.224,0.106,3.037,16.417,0.911,0.465,0.224,0.173,0.116,0.02,0.258,0.332,0.008,0.555,0.547,0.321,male
0.164,0.066,0.157,0.112,0.221,0.109,2.303,10.692,0.94,0.608,0.221,0.164,0.107,0.025,0.176,0.537,0.008,3.844,3.836,0.169,male
0.186,0.061,0.205,0.129,0.238,0.109,1.246,3.902,0.925,0.409,0.212,0.186,0.118,0.016,0.271,0.385,0.117,0.602,0.484,0.358,male
0.163,0.067,0.188,0.103,0.213,0.11,2.279,9.288,0.928,0.555,0.212,0.163,0.103,0.032,0.25,0.41,0.008,0.586,0.578,0.264,male
0.175,0.062,0.197,0.115,0.221,0.106,1.73,6.582,0.928,0.462,0.215,0.175,0.112,0.019,0.276,0.388,0.008,0.914,0.906,0.217,male
0.178,0.061,0.205,0.12,0.221,0.101,2.814,13.802,0.915,0.467,0.213,0.178,0.11,0.037,0.258,0.458,0.008,3.531,3.523,0.147,male
0.189,0.064,0.21,0.126,0.24,0.114,1.444,4.919,0.925,0.446,0.115,0.189,0.116,0.021,0.25,0.652,0.008,6.016,6.008,0.125,male
0.178,0.064,0.2,0.12,0.227,0.107,1.612,5.534,0.934,0.535,0.215,0.178,0.113,0.017,0.254,0.816,0.094,4.039,3.945,0.294,male
0.175,0.061,0.198,0.117,0.223,0.106,2.522,11.762,0.92,0.48,0.223,0.175,0.105,0.016,0.232,0.493,0.008,2.766,2.758,0.205,male
0.099,0.071,0.084,0.042,0.135,0.093,1.948,12.958,0.955,0.67,0,0.099,0.105,0.018,0.267,0.066,0.008,0.516,0.508,0.119,male
0.124,0.08,0.115,0.054,0.208,0.155,3.533,26.678,0.945,0.657,0,0.124,0.116,0.017,0.262,0.097,0.008,0.398,0.391,0.252,male
0.116,0.077,0.108,0.046,0.195,0.15,2.776,16.449,0.946,0.659,0,0.116,0.119,0.019,0.271,0.166,0.008,1.328,1.32,0.122,male
0.128,0.074,0.113,0.085,0.204,0.119,3.852,25.19,0.935,0.643,0,0.128,0.102,0.016,0.229,0.076,0.008,0.141,0.133,0.483,male
0.125,0.078,0.114,0.069,0.201,0.132,3.99,24.361,0.928,0.617,0,0.125,0.116,0.017,0.258,0.149,0.008,0.734,0.727,0.198,male
0.137,0.079,0.12,0.101,0.22,0.119,4.536,38.883,0.917,0.543,0,0.137,0.12,0.017,0.267,0.104,0.008,0.234,0.227,0.2,male
0.214,0.058,0.243,0.142,0.258,0.116,2.114,7.891,0.86,0.085,0.249,0.214,0.134,0.028,0.254,0.818,0.133,4.164,4.031,0.229,male
0.121,0.082,0.115,0.044,0.206,0.161,3.458,26.35,0.942,0.632,0,0.121,0.116,0.02,0.267,0.224,0.008,4.258,4.25,0.09,male
0.131,0.08,0.117,0.071,0.213,0.143,3.58,31.676,0.954,0.692,0,0.131,0.115,0.018,0.267,0.087,0.008,0.266,0.258,0.245,male
0.142,0.077,0.12,0.101,0.22,0.119,3.38,19.683,0.927,0.589,0,0.142,0.116,0.017,0.258,0.081,0.008,0.156,0.148,0.412,male
0.111,0.08,0.106,0.038,0.174,0.136,4.117,45.71,0.954,0.692,0,0.111,0.128,0.016,0.271,0.211,0.008,3.766,3.758,0.086,male
0.113,0.08,0.108,0.04,0.19,0.15,2.621,18.731,0.952,0.671,0,0.113,0.104,0.016,0.232,0.099,0.008,0.391,0.383,0.174,male
0.117,0.078,0.108,0.047,0.192,0.145,2.574,14.185,0.945,0.652,0,0.117,0.115,0.016,0.267,0.079,0.008,0.25,0.242,0.262,male
0.123,0.075,0.111,0.068,0.201,0.133,3.938,27.459,0.932,0.612,0,0.123,0.122,0.017,0.276,0.13,0.008,1.195,1.188,0.088,male
0.122,0.08,0.11,0.056,0.206,0.15,2.587,16.497,0.963,0.746,0,0.122,0.125,0.018,0.276,0.1,0.008,0.359,0.352,0.198,male
0.12,0.084,0.11,0.039,0.203,0.164,2.816,25.208,0.968,0.778,0,0.12,0.106,0.016,0.25,0.105,0.008,0.453,0.445,0.212,male
0.13,0.079,0.115,0.072,0.212,0.14,3.749,30.228,0.934,0.614,0,0.13,0.112,0.016,0.246,0.106,0.008,0.68,0.672,0.168,male
0.122,0.075,0.115,0.065,0.181,0.116,4.228,36.844,0.953,0.724,0,0.122,0.104,0.017,0.262,0.077,0.008,0.633,0.625,0.152,male
0.11,0.077,0.104,0.042,0.168,0.126,3.245,27.788,0.954,0.696,0,0.11,0.093,0.018,0.276,0.074,0.008,0.344,0.336,0.194,male
0.108,0.07,0.108,0.048,0.147,0.1,2.38,15.815,0.958,0.719,0,0.108,0.107,0.023,0.276,0.095,0.008,0.813,0.805,0.139,male
0.125,0.092,0.128,0.019,0.204,0.185,33.566,1193.434,0.83,0.516,0,0.125,0.103,0.017,0.276,0.008,0.008,0.008,0,0,male
0.118,0.086,0.108,0.028,0.196,0.168,29.679,941.757,0.827,0.493,0,0.118,0.093,0.017,0.276,0.008,0.008,0.008,0,0,male
0.138,0.089,0.138,0.087,0.217,0.13,31.951,1087.767,0.864,0.544,0,0.138,0.09,0.016,0.229,0.008,0.008,0.008,0,0,male
0.12,0.087,0.124,0.012,0.195,0.183,27.722,815.837,0.825,0.504,0,0.12,0.079,0.016,0.267,0.008,0.008,0.008,0,0,male
0.124,0.089,0.124,0.031,0.201,0.17,28.831,883.595,0.835,0.51,0,0.124,0.084,0.019,0.225,0.008,0.008,0.008,0,0,male
0.134,0.088,0.142,0.06,0.203,0.143,28.849,892.248,0.875,0.582,0,0.134,0.098,0.017,0.232,0.008,0.008,0.008,0,0,male
0.127,0.088,0.129,0.05,0.204,0.155,28.275,853.298,0.847,0.535,0,0.127,0.089,0.016,0.276,0.008,0.008,0.008,0,0,male
0.13,0.085,0.128,0.08,0.205,0.126,31.723,1077.207,0.848,0.5,0,0.13,0.105,0.02,0.276,0.008,0.008,0.008,0,0,male
0.131,0.087,0.131,0.065,0.209,0.144,34.537,1271.354,0.853,0.53,0,0.131,0.097,0.021,0.267,0.008,0.008,0.008,0,0,male
0.113,0.09,0.11,0,0.186,0.186,24.706,649.577,0.802,0.468,0,0.113,0.076,0.016,0.262,0.008,0.008,0.008,0,0,male
0.224,0.049,0.241,0.221,0.255,0.035,3.095,15.077,0.858,0.13,0.235,0.224,0.138,0.032,0.276,0.898,0.008,5.734,5.727,0.177,male
0.221,0.048,0.239,0.217,0.251,0.034,3.324,15.3,0.849,0.127,0.25,0.221,0.117,0.026,0.262,0.458,0.242,2.031,1.789,0.084,male
0.219,0.047,0.235,0.212,0.248,0.037,4.03,25.713,0.861,0.14,0.234,0.219,0.119,0.016,0.219,0.688,0.242,4.773,4.531,0.125,male
0.22,0.05,0.236,0.205,0.254,0.049,3.141,14.608,0.866,0.14,0.232,0.22,0.127,0.018,0.254,0.831,0.242,4.664,4.422,0.174,male
0.226,0.046,0.241,0.227,0.251,0.024,3.577,18.392,0.846,0.12,0.242,0.226,0.127,0.055,0.267,0.346,0.242,1.289,1.047,0.08,male
0.223,0.045,0.236,0.227,0.248,0.022,4.96,34.502,0.836,0.117,0.235,0.223,0.125,0.045,0.258,0.411,0.219,2.773,2.555,0.083,male
0.223,0.047,0.237,0.219,0.251,0.032,3.908,21.42,0.853,0.189,0.237,0.223,0.127,0.017,0.267,0.627,0.242,5.023,4.781,0.107,male
0.225,0.049,0.239,0.222,0.257,0.035,3.623,21.443,0.858,0.13,0.236,0.225,0.122,0.019,0.271,1.096,0.242,4.828,4.586,0.134,male
0.221,0.044,0.236,0.22,0.248,0.028,3.814,20.603,0.85,0.138,0.234,0.221,0.111,0.018,0.25,0.986,0.242,6.586,6.344,0.135,male
0.222,0.048,0.24,0.214,0.251,0.037,3.042,13.074,0.856,0.137,0.236,0.222,0.124,0.022,0.242,0.403,0.016,1.32,1.305,0.119,male
0.146,0.072,0.166,0.093,0.197,0.104,2.634,12.167,0.947,0.643,0.186,0.146,0.095,0.019,0.262,0.906,0.008,3.766,3.758,0.32,male
0.15,0.074,0.131,0.105,0.219,0.114,2.172,9.328,0.949,0.631,0.117,0.15,0.116,0.018,0.271,0.806,0.023,4.289,4.266,0.15,male
0.141,0.074,0.13,0.09,0.198,0.108,1.916,7.175,0.947,0.649,0.017,0.141,0.098,0.024,0.219,0.159,0.008,0.492,0.484,0.302,male
0.143,0.071,0.153,0.093,0.2,0.107,2.067,7.487,0.944,0.639,0.098,0.143,0.119,0.049,0.276,0.294,0.008,3.859,3.852,0.093,male
0.142,0.071,0.14,0.094,0.203,0.109,2.462,10.411,0.941,0.614,0.017,0.142,0.109,0.016,0.276,0.248,0.008,4.75,4.742,0.071,male
0.146,0.074,0.146,0.094,0.21,0.117,1.513,5.348,0.956,0.683,0.017,0.146,0.117,0.016,0.267,0.117,0.008,0.602,0.594,0.257,male
0.14,0.072,0.129,0.09,0.201,0.111,1.787,6.734,0.953,0.673,0.092,0.14,0.118,0.016,0.276,0.122,0.008,0.648,0.641,0.288,male
0.139,0.071,0.129,0.092,0.196,0.104,2.63,12.24,0.947,0.655,0.095,0.139,0.104,0.016,0.267,0.372,0.008,3.969,3.961,0.099,male
0.143,0.072,0.164,0.092,0.195,0.103,2.288,9.176,0.936,0.583,0.097,0.143,0.099,0.017,0.262,0.48,0.008,4.852,4.844,0.161,male
0.151,0.076,0.154,0.096,0.216,0.119,1.394,5.701,0.965,0.73,0.017,0.151,0.104,0.03,0.276,0.653,0.008,4.172,4.164,0.221,male
0.167,0.072,0.187,0.11,0.231,0.12,3.45,39.033,0.936,0.54,0,0.167,0.115,0.025,0.276,0.444,0.008,2.047,2.039,0.117,male
0.163,0.074,0.195,0.105,0.222,0.117,5.228,81.211,0.93,0.537,0,0.163,0.109,0.018,0.222,0.526,0.008,3.633,3.625,0.117,male
0.16,0.073,0.178,0.101,0.217,0.115,12.526,345.222,0.953,0.655,0,0.16,0.123,0.031,0.254,0.57,0.008,4.633,4.625,0.187,male
0.167,0.072,0.187,0.103,0.221,0.119,5.634,95.03,0.942,0.58,0,0.167,0.109,0.016,0.246,0.384,0.008,3.422,3.414,0.15,male
0.165,0.075,0.191,0.106,0.226,0.12,12.139,328.196,0.946,0.62,0,0.165,0.118,0.031,0.262,0.523,0.008,3.516,3.508,0.187,male
0.167,0.072,0.189,0.106,0.219,0.112,7.283,153.058,0.945,0.6,0,0.167,0.108,0.021,0.258,0.561,0.008,5.445,5.438,0.122,male
0.166,0.077,0.182,0.108,0.23,0.123,8.39,181.136,0.963,0.711,0,0.166,0.129,0.018,0.246,0.756,0.008,4.836,4.828,0.271,male
0.17,0.073,0.195,0.114,0.233,0.119,5.579,68.289,0.913,0.53,0,0.17,0.122,0.043,0.246,0.214,0.008,0.539,0.531,0.425,male
0.165,0.076,0.182,0.106,0.226,0.119,9.609,205.84,0.942,0.622,0,0.165,0.102,0.026,0.239,0.435,0.008,4.727,4.719,0.099,male
0.167,0.073,0.191,0.108,0.224,0.116,8.697,203.881,0.948,0.62,0,0.167,0.116,0.016,0.271,0.649,0.008,3.602,3.594,0.217,male
0.169,0.069,0.151,0.118,0.233,0.114,1.817,7.741,0.949,0.585,0.135,0.169,0.113,0.021,0.225,0.447,0.078,3.453,3.375,0.143,male
0.161,0.066,0.166,0.118,0.213,0.095,1.328,4.741,0.96,0.667,0.175,0.161,0.116,0.018,0.239,1,0.063,6.055,5.992,0.206,male
0.177,0.059,0.165,0.134,0.235,0.101,1.253,4.248,0.928,0.45,0.139,0.177,0.136,0.018,0.239,0.169,0.008,0.305,0.297,0.291,male
0.171,0.062,0.152,0.121,0.229,0.108,1.169,3.503,0.929,0.471,0.14,0.171,0.129,0.016,0.271,0.449,0.008,5.422,5.414,0.132,male
0.076,0.09,0.029,0.002,0.139,0.137,11.67,166.26,0.812,0.411,0.001,0.076,0.107,0.016,0.262,0.106,0.008,1.484,1.477,0.12,male
0.048,0.07,0.016,0.008,0.058,0.05,3.289,12.906,0.83,0.301,0.06,0.048,0.1,0.017,0.276,0.183,0.008,4.883,4.875,0.07,male
0.06,0.073,0.027,0.008,0.076,0.068,5.639,43.954,0.873,0.419,0.001,0.06,0.104,0.016,0.267,0.247,0.008,5.07,5.063,0.087,male
0.097,0.094,0.06,0.009,0.159,0.151,10.813,148.817,0.879,0.533,0.06,0.097,0.09,0.016,0.276,0.292,0.008,5.055,5.047,0.106,male
0.062,0.088,0.011,0.002,0.117,0.116,9.612,114.804,0.787,0.33,0.001,0.062,0.1,0.017,0.258,0.096,0.008,1.414,1.406,0.106,male
0.081,0.092,0.029,0.005,0.148,0.143,6.825,58.039,0.85,0.438,0.001,0.081,0.092,0.016,0.25,0.031,0.008,0.328,0.32,0.101,male
0.079,0.089,0.041,0.002,0.144,0.142,9.013,92.767,0.834,0.45,0.001,0.079,0.096,0.016,0.25,0.233,0.008,6.32,6.313,0.066,male
0.085,0.09,0.06,0.003,0.149,0.145,9.784,110.749,0.847,0.488,0.001,0.085,0.094,0.016,0.25,0.233,0.008,3.203,3.195,0.128,male
0.214,0.058,0.243,0.142,0.258,0.116,2.114,7.891,0.86,0.085,0.249,0.214,0.134,0.028,0.254,0.818,0.133,4.164,4.031,0.229,male
0.199,0.052,0.184,0.152,0.258,0.106,2.311,8.848,0.883,0.09,0.275,0.199,0.135,0.016,0.205,1.173,0.008,5.344,5.336,0.156,male
0.199,0.047,0.2,0.163,0.243,0.08,1.654,6.454,0.91,0.103,0.165,0.199,0.147,0.056,0.25,0.818,0.008,5.508,5.5,0.169,male
0.202,0.049,0.194,0.157,0.251,0.094,1.064,3.523,0.915,0.105,0.154,0.202,0.149,0.019,0.254,0.971,0.164,5.547,5.383,0.159,male
0.204,0.053,0.191,0.156,0.258,0.102,1.943,7.362,0.891,0.094,0.258,0.204,0.142,0.03,0.25,1.185,0.008,5.492,5.484,0.245,male
0.21,0.049,0.216,0.168,0.256,0.088,1.718,6.923,0.905,0.096,0.278,0.21,0.141,0.024,0.242,0.462,0.008,3.391,3.383,0.069,male
0.209,0.042,0.213,0.184,0.232,0.048,2.102,7.815,0.89,0.081,0.222,0.209,0.173,0.02,0.262,0.556,0.219,3.844,3.625,0.022,male
0.195,0.058,0.199,0.158,0.243,0.085,3.141,27.31,0.907,0.242,0,0.195,0.123,0.017,0.271,0.241,0.008,0.578,0.57,0.361,male
0.193,0.057,0.197,0.146,0.237,0.091,1.938,9.374,0.915,0.226,0,0.193,0.13,0.045,0.235,0.408,0.008,2.906,2.898,0.143,male
0.2,0.061,0.202,0.141,0.26,0.119,2.953,15.733,0.893,0.194,0,0.2,0.114,0.035,0.267,0.253,0.008,0.539,0.531,0.304,male
0.196,0.057,0.196,0.142,0.252,0.11,2.611,13.262,0.894,0.184,0,0.196,0.133,0.031,0.246,0.249,0.008,0.555,0.547,0.311,male
0.206,0.053,0.205,0.188,0.25,0.062,2.101,7.824,0.885,0.182,0,0.206,0.115,0.028,0.25,0.252,0.008,0.438,0.43,0.354,male
0.197,0.055,0.196,0.156,0.242,0.085,2.337,9.989,0.894,0.179,0,0.197,0.136,0.044,0.271,0.284,0.008,0.578,0.57,0.306,male
0.205,0.057,0.206,0.159,0.259,0.1,2.601,12.247,0.888,0.179,0,0.205,0.116,0.018,0.267,0.357,0.008,3.586,3.578,0.107,male
0.161,0.063,0.168,0.108,0.214,0.107,3.682,18.42,0.897,0.482,0.107,0.161,0.114,0.043,0.27,0.552,0.005,0.742,0.737,0.338,male
0.154,0.061,0.162,0.101,0.203,0.102,3.503,17.234,0.897,0.468,0.101,0.154,0.103,0.034,0.27,0.488,0.005,0.776,0.771,0.322,male
0.153,0.062,0.155,0.099,0.202,0.103,2.686,10.97,0.913,0.507,0.101,0.153,0.093,0.048,0.156,0.449,0.078,0.645,0.566,0.61,male
0.157,0.06,0.167,0.102,0.206,0.104,3.438,17.626,0.899,0.466,0.102,0.157,0.102,0.013,0.233,0.552,0.093,0.742,0.649,0.216,male
0.158,0.062,0.155,0.104,0.207,0.103,2.08,7.697,0.933,0.55,0.2,0.158,0.11,0.014,0.244,1.153,0.459,3.97,3.511,0.361,male
0.157,0.062,0.155,0.103,0.206,0.103,2.642,12.942,0.925,0.52,0.103,0.157,0.099,0.034,0.222,1.016,0.107,3.267,3.159,0.535,male
0.155,0.061,0.146,0.104,0.204,0.101,2.569,12.007,0.933,0.542,0.099,0.155,0.102,0.016,0.278,1.065,0.093,3.159,3.066,0.469,male
0.155,0.061,0.146,0.104,0.207,0.103,2.933,13.253,0.921,0.528,0.104,0.155,0.105,0.034,0.263,1.205,0.107,3.247,3.14,0.474,male
0.153,0.061,0.163,0.099,0.2,0.102,4.148,23.807,0.896,0.48,0.2,0.153,0.098,0.036,0.213,0.693,0.205,3.916,3.711,0.141,male
0.152,0.062,0.156,0.099,0.201,0.102,3.132,15.645,0.916,0.52,0.097,0.152,0.09,0.047,0.114,0.527,0.078,0.728,0.649,0.366,male
0.154,0.061,0.166,0.099,0.202,0.103,3.02,12.759,0.897,0.46,0.1,0.154,0.095,0.014,0.103,0.525,0.205,0.708,0.503,0.306,male
0.157,0.061,0.178,0.1,0.206,0.106,2.946,14.395,0.908,0.479,0.096,0.157,0.098,0.037,0.109,0.459,0.098,0.698,0.601,0.378,male
0.158,0.061,0.163,0.104,0.208,0.104,3.806,22.436,0.902,0.479,0.102,0.158,0.105,0.026,0.244,0.618,0.103,3.887,3.784,0.236,male
0.154,0.064,0.151,0.099,0.204,0.105,2.588,11.016,0.927,0.537,0.198,0.154,0.103,0.027,0.27,0.633,0.093,2.876,2.783,0.185,male
0.154,0.062,0.158,0.1,0.203,0.103,3.094,14.999,0.915,0.507,0.098,0.154,0.105,0.034,0.238,0.732,0.098,3.545,3.447,0.27,male
0.154,0.062,0.158,0.101,0.205,0.104,2.792,13.058,0.921,0.525,0.104,0.154,0.101,0.05,0.278,0.736,0.107,3.569,3.462,0.269,male
0.161,0.06,0.179,0.106,0.21,0.104,3.78,20.566,0.884,0.424,0.103,0.161,0.11,0.1,0.278,0.367,0.107,0.649,0.542,0.543,male
0.158,0.062,0.178,0.102,0.207,0.105,3.109,15.547,0.916,0.51,0.103,0.158,0.109,0.02,0.256,0.455,0.078,0.747,0.669,0.329,male
0.155,0.061,0.164,0.101,0.202,0.102,3.456,16.283,0.896,0.471,0.197,0.155,0.102,0.084,0.182,0.414,0.098,0.61,0.513,0.634,male
0.158,0.062,0.177,0.102,0.209,0.107,2.524,9.49,0.907,0.478,0.103,0.158,0.104,0.05,0.244,0.544,0.103,0.742,0.64,0.328,male
0.159,0.062,0.178,0.104,0.208,0.105,3.128,15.619,0.908,0.484,0.207,0.159,0.11,0.011,0.27,0.415,0.098,0.757,0.659,0.385,male
0.166,0.064,0.187,0.104,0.21,0.107,2.739,12.103,0.912,0.473,0.096,0.166,0.098,0.02,0.263,0.369,0.112,0.601,0.488,0.38,male
0.162,0.062,0.185,0.104,0.211,0.107,2.682,10.661,0.906,0.471,0.104,0.162,0.105,0.05,0.27,0.323,0.005,0.61,0.605,0.42,male
0.164,0.062,0.187,0.106,0.214,0.107,3.525,18.116,0.886,0.427,0.104,0.164,0.112,0.052,0.27,0.321,0.107,0.664,0.557,0.482,male
0.158,0.062,0.172,0.101,0.206,0.105,2.717,11.972,0.918,0.51,0.101,0.158,0.091,0.02,0.196,0.473,0.02,0.703,0.684,0.436,male
0.161,0.061,0.184,0.103,0.208,0.105,2.751,11.132,0.901,0.447,0.201,0.161,0.102,0.02,0.204,0.327,0.093,0.645,0.552,0.494,male
0.158,0.062,0.175,0.101,0.207,0.105,2.525,9.82,0.914,0.489,0.102,0.158,0.089,0.034,0.141,0.505,0.107,0.713,0.605,0.467,male
0.153,0.062,0.142,0.104,0.208,0.104,3.574,17.664,0.898,0.495,0.103,0.153,0.097,0.035,0.115,0.609,0.005,2.725,2.72,0.29,male
0.148,0.065,0.129,0.096,0.199,0.103,3.425,17.819,0.914,0.531,0.093,0.148,0.1,0.02,0.204,0.629,0.044,3.359,3.315,0.22,male
